novel,category,name,users,school
《广陵剑》,E1、,青冥剑,云蕾; 云瑚,
《广陵剑》,E1、,天龙剑,柳树庄; 柳摇风,
《广陵剑》,E1、,暖玉箫,葛南威; 池梁,
《广陵剑》,E1、,玄铁万字双夺,司空阔,
《广陵剑》,E1、,绿玉杖,黑摩诃; 白摩诃,
《广陵剑》,E1、,骷髅烈火鞭,六阳真君,
《广陵剑》,E2、,独门暗器,使用者,
《广陵剑》,E2、,蝴蝶镖,巫三娘子,
《广陵剑》,E2、,毒龙镖,铁广,
《广陵剑》,E2、,毒雾金针烈焰弹,巫秀花; 巫三娘子,
《风云雷电》,,武功资料,,
《风云雷电》,A、,攻击类,,
《风云雷电》,A、,绵掌,石错; 石错之子; 石元; 吕东岩,武当派
《风云雷电》,A、,紫金刀法,石攻,
《风云雷电》,A、,混元剑法,玄经道人,归元寺
《风云雷电》,A、,奇门七绝掌,风天扬,
《风云雷电》,A、,雷神掌,独孤雄,
《风云雷电》,A、,毒砂掌,胡轩,
《风云雷电》,A、,双笔点四脉,连浩明; 王鹏运,
《风云雷电》,A、,小擒拿手法,年震山; 秦龙飞; 娄人俊; 云中燕; 耿电,少林派
《风云雷电》,A、,空手入白刃,风天扬; 赵登禹; 娄英豪; 杨浣青; 罗浩威; 翦长春,
《风云雷电》,A、,大力鹰爪手（功）,凌铁威; 年震山; 娄人俊; 赵登禹; 楚雁行; 班建侯,
《风云雷电》,A、,霹雳掌,秦虎啸; 秦龙飞; 凌铁威; 秦明,
《风云雷电》,A、,伏魔掌,陆昆仑,
《风云雷电》,A、,大摔碑手,丘大成; 赵武仲; 孟霆,
《风云雷电》,A、,分筋错骨手法,丘大成; 赵登禹; 卓合图; 风天扬; 麻三; 年震山; 萨怒穷; 班建侯; 郑友宝; 耿电,
《风云雷电》,A、,大擒拿手法,赵登禹; 年震山; 娄人俊; 乌蒙,
《风云雷电》,A、,小天星掌力,赵登禹; 耿电,
《风云雷电》,A、,铁袖功,凌铁威,
《风云雷电》,A、,狮子吼功,李思南,
《风云雷电》,A、,乱披风剑法,吕玉瑶; 李学松,
《风云雷电》,A、,龙象功,龙象法王; 乌蒙; 宇文化及; 无妄上人,
《风云雷电》,A、,毒血箭,萨努穷,
《风云雷电》,A、,铁砂掌,杨守义; 翦长春; 武师,
《风云雷电》,A、,蹑云剑法,白坚武; 风天扬,
《风云雷电》,A、,五虎断门刀法,罗浩威; 杨浣青; 刘博; 石昆,
《风云雷电》,A、,大手印,萨怒穷,西藏密宗
《风云雷电》,A、,青砂掌,萨怒穷; 秦龙飞,
《风云雷电》,A、,须弥剑法,屠百城; 风天扬,
《风云雷电》,A、,修罗阴煞功,朱九穆,
《风云雷电》,A、,地堂刀,罗浩威,
《风云雷电》,A、,达摩剑法,谷涵虚,少林派
《风云雷电》,A、,游身八卦掌法,萨怒穷,
《风云雷电》,A、,大士拳,杨浣青; 萨怒穷之师,
《风云雷电》,A、,大衍八式,耿照; 耿电; 桑青虹; 桑见田; 公孙璞,
《风云雷电》,A、,惊神指（笔）法,檀羽冲; 完颜长之; 完颜豪; 杨浣青; 秦龙飞,
《风云雷电》,A、,虎爪擒拿手法,翦长春,
《风云雷电》,A、,黑煞掌,端木赐,
《风云雷电》,A、,金鹏十八变掌法,林重,
《风云雷电》,A、,劈云锄法,朝元道人,
《风云雷电》,A、,伏魔铲法,观照,少林派
《风云雷电》,A、,混元掌力,归伯奎,
《风云雷电》,A、,弹指神通,完颜长之; 班建侯; 年大成,
《风云雷电》,A、,大力金刚掌,陆昆仑; 薛兆,丐帮
《风云雷电》,A、,打狗棒法,无,丐帮
《风云雷电》,A、,伏魔杖法,无,丐帮
《风云雷电》,A、,鸭形拳,拳师,鸭形拳
《风云雷电》,A、,猴拳,大圣门弟子,大圣门
《风云雷电》,A、,尉迟鞭,紫膛脸的汉子,尉迟鞭
《风云雷电》,A、,铁琵琶手,马展,
《风云雷电》,A、,罗汉拳,罗宏,
《风云雷电》,A、,追魂夺命剑,杜长青; 杜玉门,追魂剑
《风云雷电》,A、,地堂拳,褚凡,
《风云雷电》,A、,鸳鸯连环腿,薛兆,少林派
《风云雷电》,A、,龙形一字剑,呼韩邪; 巴真,
《风云雷电》,A、,三才剑法,司空涛; 呼延化,
《风云雷电》,A、,韦陀剑法,李思南,
《风云雷电》,A、,大周天五行掌法,完颜长之,
《风云雷电》,B、,防御类,,
《风云雷电》,B、,沾衣十八跌,云中燕; 李思南,
《风云雷电》,B、,金钟罩,杨大熊,
《风云雷电》,B、,铁布衫,无,
《风云雷电》,C、,轻功类,,
《风云雷电》,C、,壁虎游墙,风天扬,
《风云雷电》,C、,八步赶蝉,杨浣青,
《风云雷电》,D、,其他类,,
《风云雷电》,D、,千斤坠,凌铁威; 杨守义; 李思南; 罗浩威,
《风云雷电》,E、,兵刃暗器,,
《风云雷电》,E1、,奇兵利刃,使用者,
《风云雷电》,E1、,暖玉箫,檀羽冲,
《风云雷电》,E2、,独门暗器,使用者,
《风云雷电》,E2、,夺命神砂,石元,
《风云雷电》,E2、,毒龙镖,屠百城,
《武当一剑》,,武功资料,,
《武当一剑》,A、,攻击类,,
《武当一剑》,A、,太极剑法,耿（蓝）玉京; 耿京士; 张三丰; 何其武; 不败; 无色; 戈振军（不岐）; 无相; 不戒; 牟一羽; 西门燕; 不悔; 不波; 蓝水灵; 牟沧浪（无名）; 东方亮; 殷明珠; 王晦闻,武当派
《武当一剑》,A、,太极掌力,无量; 无相; 无极,武当派
《武当一剑》,A、,太极拳法,无相; 无极; 王晦闻,武当派
《武当一剑》,A、,连环夺命剑法,何其武; 戈振军（不岐）; 牟一羽; 蓝水灵; 耿（蓝）玉京; 东方亮; 无相; 无色,武当派
《武当一剑》,A、,风雷掌法,长白山派掌门人; 西门牧,长白山派
《武当一剑》,A、,七星剑法,郭东来,
《武当一剑》,A、,风雷剑法,不败,
《武当一剑》,A、,飞鹰回旋剑法,玄贞子; 向天明; 东方亮,
《武当一剑》,A、,大擒拿手法,韩大哥; 老三; 虬髯汉子; 韩翔; 韩成; 英松龄,
《武当一剑》,A、,柔云剑法,不悔; 蓝水灵,
《武当一剑》,A、,小擒拿手法,圆通; 东方亮,少林派
《武当一剑》,A、,大力金刚掌,圆通; 牟一羽家的仆人; 王晦闻,
《武当一剑》,A、,（擒）龙爪手,圆通; 圆性; 痛禅上人,少林派
《武当一剑》,A、,小天星掌力,圆通; 牟一羽,
《武当一剑》,A、,大须弥剑式,东方亮,天山派
《武当一剑》,A、,昆仑剑法,东方亮,昆仑派
《武当一剑》,A、,分筋错骨手法,慧可,
《武当一剑》,A、,金刚杵,圆真,少林派
《武当一剑》,A、,四平拳,慧可,
《武当一剑》,A、,神化少林,圆真,少林派
《武当一剑》,A、,达摩剑法,圆真,少林派
《武当一剑》,A、,大力鹰爪功,韩翔; 英松龄,
《武当一剑》,A、,罗汉拳,慧可; 张三丰,少林派
《武当一剑》,A、,空手入白刃,圆通; 王晦闻,
《武当一剑》,A、,连家笔法,连横,山西连家
《武当一剑》,A、,大手印,嘉错法师,
《武当一剑》,A、,追风剑法,西门燕,
《武当一剑》,A、,阴阳掌力,英松龄,
《武当一剑》,A、,三煞掌,长白山派掌门人,长白山派
《武当一剑》,A、,惊涛剑法,西门牧; 西门燕; 殷明珠,
《武当一剑》,B、,防御类,,
《武当一剑》,B、,沾衣十八跌,向天明,
《武当一剑》,C、,轻功类,,
《武当一剑》,C、,一鹤冲宵,东方亮,
《武当一剑》,D、,其他类,,
《武当一剑》,D、,大周天吐纳法,无相,
《武当一剑》,D、,小周天吐纳法,蓝水灵,
《武当一剑》,D、,童子功,无,
《武当一剑》,E、,独门暗器,使用者,
《武当一剑》,E、,青蜂针,常五娘,
《武当一剑》,E、,雷火弹,常五娘,
《武当一剑》,E、,霹雳弹,唐仲山,
